max_train_error,avg_train_error,rmse_train_error,max_eva_error,avg_eva_error,rmse_eva_error,max_test_error,avg_test_error,rmse_test_error
6.005999759453125,1.4135520084747566,1.7769786129633114,5.348683931044921,1.9887791299231816,2.458306485118344,3.6841182746435557,1.1801597177474246,1.4828483964590806
4.366404729136718,1.2159734275220995,1.475293349445431,4.489129068842285,1.4951497095145097,1.8847060622288985,4.009300614883788,1.195449044426004,1.5073836178277453
4.177284338695559,1.0046284415612323,1.2547982249758267,2.0505222324384746,0.6055292577643168,0.7633364630169682,3.015597825531982,1.1222960442181973,1.4135564975789219
2.0093326561767597,0.4144051195303825,0.5283015448808455,1.37356400302307,0.6211159984762085,0.6865326078661554,1.2852041648687762,0.47335192114870117,0.5484099425277595
