Uint8_F_0,Uint8_F_1,Uint8_F_2,Uint8_F_3,Uint8_F_4,Uint8_F_5,Uint8_F_6
2.966983,1.360075,3.3993974,2.1738927,0.75541073,0.5098559,0.02904354
2.879407,1.2620515,3.241554,2.0388277,0.71266884,0.46209008,-0.03209744
2.7729769,1.217367,3.080018,1.9588234,0.7118379,0.4607172,-0.05750312
2.6702564,1.1776323,2.9029887,1.8660269,0.7043501,0.46305704,-0.02423541
2.596403,1.1608772,2.7514186,1.7677144,0.68914986,0.4721558,-0.00831767
2.561326,1.229184,2.69912,1.8304282,0.71047866,0.48844364,-0.00020963
2.5543358,1.2987198,2.7600908,1.9264576,0.6982911,0.54444826,0.00782092
2.5647762,1.3051121,2.8592603,2.0148034,0.7071632,0.5901259,0.0245168
2.633809,1.3645141,3.0373392,2.1285503,0.7651752,0.6586273,0.09083177
2.7472153,1.4043918,3.2075129,2.1683207,0.7701088,0.6969032,0.15589838
2.7754931,1.4179956,3.2894886,2.186415,0.72932845,0.6965424,0.1179287
2.8570395,1.4856877,3.2743697,2.2892017,0.7508268,0.69164944,0.14237183
2.926155,1.486655,3.3127825,2.3478904,0.75523174,0.70251304,0.21473935
3.0311246,1.5170621,3.5617387,2.400647,0.79198325,0.74751335,0.27950966
3.1653278,1.6030573,3.7678013,2.4981263,0.8589869,0.75736475,0.27685827
3.1687682,1.6006846,3.7923257,2.4669614,0.82154655,0.75098544,0.22906244
3.1606495,1.5790907,3.8669043,2.4346473,0.7897474,0.7566115,0.2087873
3.2534928,1.6448127,3.878421,2.5184531,0.8790451,0.77513885,0.2644954
3.3434083,1.7027929,3.9314637,2.589173,0.9211992,0.76056594,0.27046117
3.3209612,1.6622847,3.945389,2.5581236,0.86535287,0.72389954,0.21317777
3.339933,1.6176945,3.948413,2.5016925,0.86853945,0.7471854,0.23931362
3.3182204,1.5649579,3.7870872,2.403488,0.8765685,0.77727,0.24944483
3.2610092,1.5256568,3.6164055,2.3222008,0.8902929,0.7962259,0.26552445
3.2244265,1.5328577,3.4910161,2.2704844,0.9170423,0.83452576,0.2927223
3.1660135,1.5334756,3.3592227,2.2061899,0.9257834,0.8542122,0.30749077
3.1465092,1.5509793,3.2358913,2.1604497,0.95050204,0.86801404,0.29883996
3.266372,1.6769555,3.2061572,2.2153232,1.0598419,0.8877025,0.26546654
3.4680393,1.8579007,3.2758782,2.3154619,1.191246,0.90262717,0.19269639
3.4774466,1.9049554,3.2230585,2.2843552,1.1987472,0.8580257,0.14406474
3.269221,1.8117527,2.9358504,2.1710572,1.1171873,0.74323624,0.06957728
3.1205888,1.7366736,2.7642174,2.0141392,1.0420356,0.7773634,0.09531209
3.0072598,1.6785859,2.674029,1.8336514,0.9884169,0.80859506,0.16474354
2.918111,1.6218101,2.5550387,1.8073777,0.98741055,0.7365303,0.1573587
2.7897458,1.5748245,2.429376,1.7610987,0.9749144,0.76736134,0.17930672
2.7197378,1.5584034,2.3527355,1.7014502,0.9708698,0.8015548,0.23369661
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10964281,0.09644469,0.12000657,0.14842954,0.0497037,0.02538918,-0.0136752
0.2115473,0.10365094,0.30406424,0.25336957,0.04287946,0.030169,0.01474269
0.28345773,0.1208558,0.45325524,0.34264308,0.0418472,-0.01060559,0.00695321
0.38169006,0.16196226,0.60934365,0.44045484,0.06769602,-0.03166158,-0.05954681
0.5010061,0.21021107,0.79131556,0.5529869,0.100139,-0.03316129,-0.06861067
0.5478023,0.20779327,0.91949135,0.6275788,0.09935731,-0.0188273,-0.00117036
0.6745785,0.2601495,1.0895224,0.7156979,0.08512548,0.03268155,0.04503279
0.8690887,0.37284988,1.3792852,0.8457602,0.09539797,0.08563053,0.07299413
0.95575166,0.4078296,1.4905716,0.9156515,0.09166331,0.07912672,0.07090009
1.0259472,0.4292669,1.5556402,0.9891907,0.12318717,0.07737795,0.07937852
1.0840569,0.44145566,1.6986921,1.046393,0.12354577,0.08028161,0.05173592
1.13041,0.44032878,1.7729231,1.0848259,0.11803518,0.11094133,0.04667858
1.200992,0.4407624,1.8652462,1.1307513,0.12344554,0.1343205,0.01778697
1.2683529,0.4621166,1.964931,1.196591,0.14489503,0.13154617,0.05696772
1.3627763,0.5326765,2.0333164,1.2806045,0.19651483,0.15672368,0.07707547
1.447265,0.5943156,2.1153867,1.3402318,0.22434968,0.16827326,0.06048211
1.5586133,0.6422111,2.1555004,1.3924458,0.22485967,0.164836,0.1255652
1.6315116,0.6770336,2.2256231,1.425262,0.21439612,0.19263083,0.13092606
1.675347,0.7236654,2.3800714,1.4812973,0.23268472,0.23195647,0.14650106
1.7290274,0.7574518,2.447148,1.5322233,0.2596743,0.2421099,0.1474686
1.7580063,0.76001376,2.4791422,1.5391955,0.25927758,0.223429,0.14198308
1.7585871,0.76037014,2.4860709,1.5554376,0.26515484,0.24594995,0.14546944
1.8128843,0.77307075,2.5476391,1.6012521,0.27602887,0.27422923,0.08790216
1.8702769,0.79669964,2.641314,1.6440816,0.3002067,0.25870553,0.12540713
1.9226193,0.87005955,2.7008386,1.7324524,0.3425235,0.26503378,0.13404796
2.025351,0.9533905,2.78499,1.817297,0.3630729,0.28191268,0.13055065
2.0917509,0.9911938,2.8614864,1.8869102,0.3742693,0.26984444,0.16336536
2.1677344,1.0482603,2.9456367,1.9639734,0.41333848,0.27363726,0.1242547
2.2308462,1.0940071,3.0167758,1.9781548,0.4240349,0.28648487,0.06434988
2.2312973,1.0492476,2.9731221,1.856211,0.39237374,0.27284494,0.05859134
2.2486582,0.9981363,2.82134,1.7343435,0.38613725,0.25643834,0.0549616
2.202278,0.9766941,2.6621912,1.642287,0.39135563,0.26931718,0.10419901
2.054928,0.9205053,2.4854941,1.54426,0.39188406,0.29422125,0.18551224
1.9290042,0.8613206,2.334185,1.466937,0.39439172,0.2873279,0.17455354
1.9387935,0.88499814,2.2447228,1.4372773,0.4268368,0.30705887,0.12644751
1.9736173,0.9281212,2.1460395,1.3821753,0.4153814,0.3218413,0.115433
1.9585174,0.94771284,2.050214,1.3151193,0.39535356,0.32287523,0.12406904
1.9368767,0.968622,1.9623299,1.2864407,0.42368552,0.3274923,0.17088895
1.8784602,0.9467015,1.8159186,1.2322357,0.42901066,0.3154103,0.17222615
1.8519601,0.94264454,1.7321783,1.2007602,0.45000055,0.31806877,0.09353562
1.8372737,0.93995064,1.6533651,1.1615411,0.44777387,0.31130883,0.00079738
1.7971408,0.9301624,1.5543396,1.1102033,0.43131432,0.31508222,0.09867011
1.762452,0.92598534,1.4803185,1.0627172,0.4293336,0.33505994,0.16952278
1.7314264,0.9266652,1.4246347,1.0257237,0.44961947,0.35123962,0.17576975
1.7330989,0.9953577,1.4800909,1.1043116,0.50219727,0.41291916,0.15077469
1.7732085,1.0761281,1.5642104,1.216314,0.5272897,0.43506068,0.13920362
1.8171288,1.120368,1.6521372,1.2831157,0.53133637,0.4522088,0.19441818
1.8911451,1.1632701,1.8535352,1.365272,0.54083306,0.45675245,0.19736375
1.9318513,1.1651752,1.9966723,1.418287,0.50297886,0.49497786,0.1993696
1.9725015,1.168185,2.1055102,1.467171,0.5056706,0.5144177,0.20958452
2.0236554,1.211098,2.2085195,1.527644,0.5428157,0.51805484,0.28736597
2.0901346,1.2630028,2.2861822,1.5848658,0.5488635,0.513108,0.2768825
2.1668997,1.3032345,2.3728426,1.6510216,0.5614014,0.497543,0.216179
2.2099414,1.337514,2.52016,1.723969,0.6051694,0.524716,0.19448791
2.2323108,1.3462188,2.6097429,1.7903938,0.6202975,0.5225628,0.19032612
2.2924988,1.3671424,2.686886,1.8484433,0.61952114,0.506543,0.17697562
2.3841972,1.4128113,2.7532067,1.9072735,0.63579476,0.5151954,0.25153017
2.4743404,1.4572773,2.8611534,1.9771711,0.65549153,0.54338056,0.2332969
2.515129,1.4931476,2.900109,2.049871,0.6584861,0.53887415,0.17998824
2.5546641,1.5202497,2.9508114,2.1269321,0.69558144,0.52782667,0.16624427
2.5446513,1.5173875,3.0742297,2.1665316,0.715946,0.5179943,0.22539082
2.5254946,1.5184433,3.1789339,2.1972725,0.72297806,0.5512158,0.28002575
2.6036766,1.562226,3.2472854,2.2423131,0.72942924,0.6009827,0.3732208
2.6420116,1.5661243,3.2521436,2.2428792,0.7024873,0.5815388,0.3374028
2.6663225,1.5890498,3.279855,2.2711217,0.7291497,0.55105066,0.24721223
2.7221742,1.6345942,3.3536065,2.3318603,0.7701832,0.54806226,0.18145017
2.7341545,1.6365817,3.323687,2.340944,0.7725034,0.543279,0.16379397
2.7569597,1.6416777,3.393148,2.366472,0.7817976,0.5672995,0.24652587
2.815073,1.6497549,3.4501271,2.3901172,0.8340308,0.53539526,0.18584946
2.8587558,1.6621579,3.4412136,2.4097924,0.87641835,0.50620466,0.119523
2.8702383,1.6948487,3.4598968,2.4438546,0.8834896,0.52947545,0.20048131
2.9274971,1.7375824,3.5589666,2.5025868,0.9289482,0.56296676,0.22795099
2.975484,1.7836673,3.6429918,2.542478,0.95861757,0.57409716,0.22589171
2.964439,1.76007,3.6385865,2.5283868,0.9529661,0.56082195,0.20593005
2.964114,1.7098823,3.561456,2.463212,0.9567024,0.55792034,0.16294467
3.012946,1.7227455,3.545604,2.4256392,0.9901543,0.58855814,0.17471415
2.9910083,1.7382911,3.4721942,2.3638487,1.0028696,0.5927412,0.18651
2.8868413,1.7037762,3.330469,2.246332,0.97133064,0.56345,0.16406034
2.797611,1.6907088,3.1681895,2.1781485,0.96259433,0.5915445,0.24753965
2.744261,1.6944494,2.9447603,2.1261313,0.97306335,0.6057692,0.23265573
2.7551203,1.7119255,2.7005906,2.0549026,0.9847258,0.60844165,0.18776318
2.7379575,1.7324067,2.6411748,1.9828179,0.9991623,0.61950177,0.2102497
2.6900237,1.7310913,2.631347,1.9239687,0.9976242,0.61801255,0.26765162
2.6362803,1.7270354,2.513619,1.8694783,0.9976748,0.61129045,0.27224806
2.5856664,1.7111665,2.4102247,1.8119963,0.9990088,0.6079961,0.20345221
2.5702088,1.715041,2.3491333,1.7749462,1.009141,0.6146037,0.22331838
2.5562518,1.7283723,2.2941566,1.7391576,1.0134887,0.6281854,0.24584192
2.502964,1.7234712,2.2139165,1.6898103,1.0022206,0.6631909,0.2241175
2.4558847,1.7075921,2.1608155,1.6525737,0.9886524,0.6820105,0.21164861
