Time,T1_DELTA,T2_DELTA,T3_DELTA,T4_DELTA,T5_DELTA,T6_DELTA,T7_DELTA,Pre_D_5_TEE,Pre_D_175_TEE,Pre_D_345_TEE,Pre_D_515_TEE,Lab_D_5_TEE,Lab_D_175_TEE,Lab_D_345_TEE,Lab_D_515_TEE,Err_D_5_TEE,Err_D_175_TEE,Err_D_345_TEE,Err_D_515_TEE
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4489383697509766,2.0693631172180176,1.264610767364502,0.5748230814933777,0.0,0.0,0.0,0.0,-3.4489383697509766,-2.0693631172180176,-1.264610767364502,-0.5748230814933777
2.0,0.08780603110790253,0.1252659261226654,0.06658575683832169,0.11239547282457352,0.10224512964487076,-0.009184620343148708,-0.005969630088657141,3.3339736461639404,2.0693631172180176,1.1496461629867554,0.4598584473133087,1.82056427,0.7697509770000002,0.1384185789999996,0.1508163399999986,-1.5134093761639404,-1.2996121402180174,-1.0112275839867557,-0.3090421073133101
3.0,0.2256900519132614,0.2664584815502167,0.28972893953323364,0.28166109323501587,0.14937405288219452,0.030263179913163185,0.07025693356990814,3.4489383697509766,2.1843276023864746,1.264610767364502,0.5748230814933777,3.271238708,1.607077027,0.1813339230000004,0.607490539999997,-0.17769966175097673,-0.5772505753864745,-1.0832768443645016,0.03266745850661934
4.0,0.32044902443885803,0.3160274624824524,0.4542628824710846,0.3639645278453827,0.12799765169620514,0.04259803146123886,0.0753803700208664,4.483619689941406,2.874115228652954,1.7244691848754883,0.6897876858711243,5.317823792,3.436088562,1.014845274999999,0.6437301599999969,0.8342041020585942,0.561973333347046,-0.7096239098754893,-0.046057525871127325
5.0,0.3845033049583435,0.3431396782398224,0.6107881665229797,0.45731601119041443,0.14601227641105652,0.05353716015815735,0.05811036005616188,5.9781599044799805,4.02376127243042,2.4142568111419678,0.9197168946266174,7.500648499,4.940168762000001,1.7672943149999991,1.1491775499999974,1.52248859452002,0.9164074895695808,-0.6469624961419687,0.22946065537338
6.0,0.4537411630153656,0.37772005796432495,0.7989139556884766,0.5799539089202881,0.1947908252477646,0.05783335119485855,0.03640864044427872,7.817593574523926,5.403336524963379,3.2190091609954834,1.1496461629867554,10.22434235,7.1212219260000005,3.682136535,1.5821456899999973,2.406748775476075,1.7178854010366216,0.46312737400451676,0.4324995270132419
7.0,0.5148453116416931,0.41109076142311096,0.9865813851356506,0.6993004679679871,0.21668963134288788,0.009281099773943424,-0.0025036500301212072,9.542062759399414,6.782912254333496,4.02376127243042,1.4945399761199951,11.49191132,8.710997006,4.764692685,2.064569089999999,1.9498485606005858,1.9280847516665034,0.7409314125695801,0.570029113880004
8.0,0.5433847904205322,0.4001176953315735,1.104475975036621,0.7747312784194946,0.17991973459720612,-0.09849528968334198,-0.0742892324924469,11.036602973937988,7.932558059692383,4.7135491371154785,1.7244691848754883,12.18141785,9.087698366,4.949705504999999,1.6374587999999974,1.1448148760620125,1.1551403063076169,0.23615636788452044,-0.08701038487549084
9.0,0.5751549005508423,0.37816739082336426,1.2090494632720947,0.8091685175895691,0.1378536969423294,-0.054199110716581345,-0.06782107055187225,12.416177749633789,8.967239379882812,5.403336524963379,1.9543983936309814,12.81751862,8.834974666,4.830496215,1.594543459999997,0.40134087036621047,-0.1322647138828117,-0.5728403099633788,-0.3598549336309844
10.0,0.6719263792037964,0.4263007342815399,1.3588956594467163,0.8933612704277039,0.16172489523887634,0.09249424189329147,0.01699279062449932,12.99100112915039,9.3121337890625,5.518301486968994,1.9543983936309814,14.62759247,9.849548336,5.211012264999999,1.973152159999998,1.636591340849609,0.5374145469374998,-0.3072892219689951,0.01875376636901649
11.0,0.7812834978103638,0.48013657331466675,1.5051422119140625,1.0003762245178223,0.18004928529262543,0.16434678435325623,0.07050283253192902,13.105965614318848,9.427098274230957,5.633265972137451,1.9543983936309814,15.65933228,10.792868046,5.496160885,2.009391779999998,2.5533666656811516,1.3657697717690436,-0.13710508713745106,0.054993386369016406
12.0,0.9036169052124023,0.5554022789001465,1.661871314048767,1.1133203506469727,0.22273805737495422,0.22658556699752808,0.11048475652933121,13.565824508666992,9.886956214904785,5.863195419311523,2.0693631172180176,17.19774475,12.706892396,7.068769835000001,2.618789669999998,3.631920241333006,2.8199361810952155,1.2055744156884778,0.5494265527819806
13.0,0.9143019914627075,0.5526780486106873,1.7409491539001465,1.1529839038848877,0.2218080461025238,0.251858651638031,0.1432572305202484,13.68078899383545,9.886956214904785,5.863195419311523,2.0693631172180176,18.30400696,13.511793516,8.357048034999998,2.7923583999999977,4.62321796616455,3.624837301095214,2.493852615688475,0.7229952827819801
14.0,0.9744790196418762,0.5603228807449341,1.8357844352722168,1.2041704654693604,0.22672444581985474,0.2606566846370697,0.1904907524585724,13.565824508666992,9.886956214904785,5.863195419311523,2.0693631172180176,18.93629303,13.561384586,7.605824275,2.84671783,5.3704685213330094,3.6744283710952157,1.7426288556884764,0.7773547127819822
15.0,1.1194679737091064,0.6432591080665588,1.9770108461380005,1.3006551265716553,0.2624364197254181,0.2929830849170685,0.16148415207862854,14.600505828857422,10.576744079589844,6.32305383682251,2.2992923259735107,19.07634735,13.449804686,7.455007935000001,2.6408599799999983,4.475841521142577,2.8730606064101565,1.1319540981774914,0.3415676540264876
16.0,1.3590589761734009,0.7883254289627075,2.2273919582366943,1.4719294309616089,0.37925755977630615,0.3376542627811432,0.15077835321426392,16.439939498901367,11.956319808959961,7.127805709838867,2.529221534729004,20.00536194,13.982908626,7.987158205,3.0193328800000003,3.565422441098633,2.0265888170400395,0.8593524951611329,0.4901113452709964
17.0,1.6049574613571167,0.9683764576911926,2.471639633178711,1.6460281610488892,0.5309549570083618,0.34110593795776367,0.14477437734603882,17.819515228271484,13.105965614318848,7.817593574523926,2.759150743484497,20.5155777,14.558110046,8.059637455,3.19671631,2.696062471728517,1.4521444316811518,0.24204388047607495,0.4375655665155027
18.0,1.7916032075881958,1.1588025093078613,2.636470317840576,1.7853249311447144,0.6342352628707886,0.3267693519592285,0.06533031165599823,19.77391242980957,14.600505828857422,8.737310409545898,2.9890799522399902,22.18164673,15.956060796,9.252684025,3.2854080199999984,2.4077343001904303,1.3555549671425773,0.5153736154541022,0.2963280677600082
19.0,1.8419275283813477,1.2021681070327759,2.7137041091918945,1.8175548315048218,0.6007704138755798,0.21139834821224213,-0.05135735124349594,22.188169479370117,16.439939498901367,9.771991729736328,3.4489383697509766,22.74812927,17.005102536,10.137693785,3.3769607499999985,0.5599597906298825,0.5651630370986318,0.3657020552636716,-0.07197761975097805
20.0,1.7512993812561035,1.0771386623382568,2.667335033416748,1.6951886415481567,0.49875351786613464,0.08160212635993958,-0.1413395255804062,22.533063888549805,16.66986846923828,9.886956214904785,3.4489383697509766,21.26789093,15.974998476,9.881973265,2.9668807999999984,-1.2651729585498046,-0.6948699932382816,-0.004982949904785983,-0.48205756975097813
21.0,1.657829761505127,0.9796679615974426,2.5651400089263916,1.595197319984436,0.46809813380241394,0.07773937284946442,-0.12990428507328033,21.3834171295166,15.750151634216309,9.427098274230957,3.3339736461639404,20.36203613,14.785902406000002,9.428160095,3.179550169999999,-1.0213809995166017,-0.9642492282163069,0.0010618207690438197,-0.1544234761639416
22.0,1.7011175155639648,1.052128553390503,2.5677506923675537,1.6491659879684448,0.5265689492225647,0.1156521886587143,-0.05333546921610832,20.348735809326172,15.06036376953125,8.967239379882812,3.1040444374084473,21.09622955,15.010969546000002,9.269032284999998,3.0547546399999987,0.7474937406738285,-0.049394223531248116,0.3017929051171855,-0.04928979740844852
23.0,1.6887623071670532,1.0905662775039673,2.5892601013183594,1.6864322423934937,0.5324440598487854,0.09760955721139908,-0.03642889857292175,19.429019927978516,14.255611419677734,8.507381439208984,2.9890799522399902,21.41571045,14.813558956,8.952276614999999,2.9039382899999997,1.9866905220214832,0.5579475363222652,0.44489517579101445,-0.08514166223999053
24.0,1.7304292917251587,1.1461105346679688,2.680650234222412,1.767370343208313,0.567510724067688,0.09624853730201721,0.004416990093886852,19.65894889831543,14.485541343688965,8.622345924377441,2.9890799522399902,21.73423767,14.845983886,8.532659915,2.86579132,2.075288771684569,0.360442542311036,-0.08968600937744142,-0.1232886322399902
25.0,1.7944388389587402,1.204498529434204,2.7885901927948,1.8623082637786865,0.6053897142410278,0.13863399624824524,0.04056729003787041,20.808595657348633,15.405258178710938,9.197169303894043,3.2190091609954834,21.71134949,14.309065246,8.104595945,3.01647186,0.9027538326513671,-1.096192932710938,-1.0925733588940432,-0.20253730099548362
26.0,1.878867506980896,1.2731237411499023,2.9008162021636963,1.9642741680145264,0.6281846165657043,0.23862916231155396,0.07774733752012253,21.958240509033203,16.210010528564453,9.657027244567871,3.3339736461639404,22.17769623,14.406340026,7.951736444999998,2.9773712099999976,0.21945572096679555,-1.8036705025644526,-1.705290799567873,-0.3566024361639428
27.0,1.9033184051513672,1.3025578260421753,2.95310640335083,2.0250256061553955,0.6414220929145813,0.27474167943000793,0.0708964392542839,22.877958297729492,17.01476287841797,10.116886138916016,3.5639028549194336,22.84921875,15.346527096,8.636474605,2.8333663899999983,-0.02873954772949361,-1.6682357824179679,-1.4804115339160155,-0.7305364649194352
28.0,1.7915034294128418,1.2056607007980347,2.902404308319092,1.9700262546539307,0.5579171776771545,0.2793651223182678,0.06665538996458054,23.567745208740234,17.474620819091797,10.461779594421387,3.6788675785064697,23.52060547,16.354696656,8.693830875,3.0221939099999986,-0.047139738740234804,-1.1199241630917953,-1.767948719421387,-0.6566736685064711
29.0,1.7619099617004395,1.174670696258545,2.928246259689331,1.9717847108840942,0.5406096577644348,0.34176504611968994,0.10260514914989471,24.602426528930664,18.279373168945312,10.921638488769531,3.793832302093506,23.91065826,16.650471496,8.671896364999998,2.88786163,-0.6917682689306623,-1.628901672945311,-2.2497421237695328,-0.9059706720935057
30.0,1.736001968383789,1.1422605514526367,2.9668869972229004,1.9954230785369873,0.5306673645973206,0.33534181118011475,0.11870405822992325,24.717391967773438,18.394338607788086,10.921638488769531,3.793832302093506,24.18994904,16.882214356,8.902685545,2.922058099999997,-0.5274429277734392,-1.5121242517880873,-2.0189529437695306,-0.8717742020935089
31.0,1.8354792594909668,1.207466959953308,3.116597890853882,2.0984561443328857,0.5918594002723694,0.3480253517627716,0.18306027352809906,25.29221534729004,18.73923110961914,11.151567459106445,3.908796787261963,24.47509766,17.427580266,9.053366085,3.02696228,-0.8171176872900396,-1.311650843619141,-2.098201374106445,-0.8818345072619631
32.0,2.050259828567505,1.3725509643554688,3.2994143962860107,2.2485828399658203,0.7194705009460449,0.41242700815200806,0.2541293799877167,25.522144317626953,18.969160079956055,11.266531944274902,3.908796787261963,26.10029449,18.948690796,10.381834415,3.6277771,0.5781501723730464,-0.02046928395605363,-0.8846975292749022,-0.281019687261963
33.0,2.103646755218506,1.42426598072052,3.339996099472046,2.2902934551239014,0.7291920781135559,0.4178524613380432,0.23628437519073486,25.752073287963867,19.084125518798828,11.38149642944336,4.02376127243042,27.09770203,19.970075986,11.393682865,3.5514831499999997,1.3456287420361335,0.8859504672011731,0.012186435556641229,-0.4722781224304202
34.0,2.0626988410949707,1.390822172164917,3.331899881362915,2.2673561573028564,0.670962393283844,0.3822849690914154,0.18651069700717926,26.32689666748047,19.543983459472656,11.611425399780273,4.02376127243042,27.94361115,20.661354066,12.375013735,4.416465759999998,1.61671448251953,1.117370606527345,0.7635883352197261,0.39270448756957776
35.0,2.0807342529296875,1.3969436883926392,3.3852314949035645,2.3048410415649414,0.6816540956497192,0.4062444865703583,0.2176302671432495,26.556825637817383,19.77391242980957,11.726390838623047,4.138726234436035,27.96840668,20.854949956,12.934684755,4.491806029999999,1.4115810421826183,1.0810375261904284,1.2082939163769524,0.3530797955639642
36.0,2.087812662124634,1.393487811088562,3.4470174312591553,2.325073003768921,0.6860828399658203,0.4426312744617462,0.24801594018936157,26.786754608154297,19.888877868652344,11.841355323791504,4.138726234436035,28.28598022,21.589414976,13.403892515,4.637718199999998,1.4992256118457021,1.7005371073476567,1.5625371912084969,0.4989919655639632
37.0,2.065300226211548,1.3197964429855347,3.421605110168457,2.2355387210845947,0.6457031965255737,0.45501965284347534,0.24683882296085358,26.786754608154297,19.888877868652344,11.841355323791504,4.138726234436035,26.63721313,20.202636716,12.809889225,4.163742059999997,-0.14954147815429764,0.3137588473476569,0.9685339012084953,0.02501582556396187
